"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Tuesday, July 01, 2014",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
14-48468T,7/1,1658 hrs,7/1,0900 hrs,7/1 1700 hrs Bike Theft,Goldwater,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,,Cleared By
14-48616D,7/2,1054 hrs,7/2,1054 hrs,7/2,1139 hrs,Public Urination,Taylor Place Mall,
"",,,,,,,,,Arrest
"",,,,,,,,E. 10th Street / S.,Cleared By
14-48741T,7/2,2315 hrs,7/2,2315 hrs,7/2/,0228 hrs,DUI,,
"",,,,,,,,Mill Ave,Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,S. Hardy Dr / W,Cleared By
14-48766T,7/3,0123 hrs,7/3,0123 hrs,7/3,0214 hrs,In Possession of Drug Paraphernalia,,
"",,,,,,,,University Dr,Arrest
"",,,,,,,,S. McClintock Dr /,Cleared By
14-48785T,7/3,0335 hrs,7/3,0335 hrs,7/3,0517 hrs,DUI,,
"",,,,,,,,E. Broadway Rd,Arrest
"",,,,,,,,N. Scottsdale Rd /,
"",,,,,,,,,Cleared By
14-48803T,7/3,0734 hrs,7/3,0734 hrs,7/3,0845 hrs,Driving on Suspended License,E Playa Del Norte,
"",,,,,,,,,Arrest
"",,,,,,,,Dr,
"",,,,,,,,E Lemon St / S.,Cleared By
14-48963T,7/3,2240 hrs,7/3,2240 hrs,7/3,2259 hrs,DUI,,
"",,,,,,,,Dorsey Ln,Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,S. Mill Ave / E.,Cleared By
14-49028T,7/4,0233 hrs,7/4,0233 hrs,7/4,0436 hrs,DUI,,
"",,,,,,,,Curry RD,Arrest
