"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Tuesday, January 01, 2013",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
"",,,,,"Aggravated Assault on a Police Officer, Resisting",800 Block of S Mill,
13-0012T,1/1,0111 hrs,1/1,0111 hrs,1/1 0113 hrs,,Pending
"",,,,,"Arrest, Misdemeanor Warrant Arrest",Ave,
"",,,,,,S Rural Rd / E Spence,Other Agency
13-0104T,1/1,1800 hrs,1/1,1739 hrs,1/1 1815 hrs Harassment,,
"",,,,,,Ave,Jurisdiction
"",,,,,,S Rural Rd / E Apache,
13-115T,1/1,2224 hrs,1/1,2224 hrs,1/1 2256 hrs False Reporting to Law Enforcement,,Cleared by Arrest
"",,,,,,Blvd,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,N 49th Ave / W,Other Agency
13-0134W,1/2,0632 hrs,1/2,0632 hrs,1/2,0724 hrs,Vehicle Theft,,
"",,,,,,,,Thunderbird Ave,Jurisdiction
13-0245T,1/2,1632 hrs,1/2,1615 hrs,1/2,1632 hrs,Theft,Coor,Pending
13-0261T,1/2,1855 hrs,1/2,1855 hrs,1/2,2221 hrs,Shoplifting,Wells Fargo Arena,Cleared by Arrest
"",,,,,,,"Possession of Marijuana, Possession of Drug",N Scottsdale Rd / E Rio,
13-0282T,1/2,2028 hrs,1/2,2028 hrs,1/2,2048 hrs,,,Cleared by Arrest
"",,,,,,,Paraphernalia,Salado Pky,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
13-0345T,1/3,0317 hrs,1/3,0317 hrs,1/3,0331 hrs,Criminal Trespass,Music West,Cleared by Arrest
"",,,,,,,,Classroom/Lab/Comput,
13-0358W,1/3,0519 hrs,12/28,1600 hrs,1/3,0400 hrs,Structure Burglary,,Pending
"",,,,,,,,er Classroom,
"",,,,,,,,Physical Science F,
