"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Saturday, October 01, 2016",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
"",,,,,"False Reporting to Law Enforcement, Unlawful to Sell",,
16-83325T,10/1,0044 hrs,10/1,0044 hrs,"10/1 0153 hrs Liquor to an Under Aged Person, Under 21 With",Hub,Cleared By Arrest
"",,,,,Alcohol in the Body,,
16-83458T,10/1,1119 hrs,9/30,2000 hrs,10/1 1100 hrs Burglary,Vista Del Sal,Pending
16-83490T,10/1,1421hrs,10/1,1425 hrs,10/1 1430 hrs Theft,Walmart,Pending
"",,,,,"Possession of Prescription Only Drugs, Possession of",,
"",,,,,"Dangerous Drugs, possession of Narcotic Drugs,",Mona Plummer Aquatic,
16-83617T,10/1,2215 hrs,10/1,2215 hrs,10/1 2215 hrs,,Pending
"",,,,,"Possession of Narcotic Drugs, Possession of Marijuana,",Center,
"",,,,,Possession of Drug Paraphernalia,,
"",,,,,,E University Dr/S,
16-83627T,10/1,2254 hrs,10/1,2254 hrs,10/1 2254 hrs Driving While Suspended License,,Cleared By Arrest
"",,,,,,Alpha Dr,
16-83636D,10/1,2332 hrs,10/1,2332 hrs,10/1 2332 hrs Possession of Drug Paraphernalia,Post Officer D,Cleared By Arrest
"",,,,,,900 Block of E Apache,
16-83638T,10/1,2337 hrs,10/1,2337 hrs,10/1 2344 hrs Under 21 Possession of Alcohol,,Cleared By Arrest
"",,,,,,Blvd,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,S. College Ave. / E.,
16-83656T,10/2,0053 hrs,10/2,0053 hrs,10/2,0106 hrs,Under 21 in Possession of Alcohol,,Cleared by Arrest
"",,,,,,,,Veterans Way,
16-83673T,10/2,0137 hrs,10/2,0137 hrs,10/2,0205 hrs,Under 21 w/ Alcohol in the Body,Parking Structure 5,Cleared by Arrest
16-83675T,10/2,0140 hrs,10/2,0140 hrs,10/2,0140 hrs,Public Nuisance,Parking Structure 5,Cleared by Arrest
"",,,,,,,,Fulton Center Parking,
16-83719T,10/2,0335 hrs,10/2,0335 hrs,10/2,0335 hrs,Under 21 in Possession of Alcohol,,Cleared by Arrest
"",,,,,,,,Structure,
16-83722T,10/2,0346 hrs,10/2,0215 hrs,10/2,0346 hrs,Aggravated Assault,Hassayampa Phase II,Pending
16-80000270T,10/2,1653 hrs,10/1,1430 hrs,10/2,1530 hrs,Bike Theft,San Pablo,Pending
16-80000284T,10/2,1937 hrs,10/1,1930 hrs,10/2,1930 hrs,Bike Theft,Hassayampa Phase I,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
16-83955T,10/3,0211 hrs,9/30,0211 hrs,10/3,211,,Parking Structure 5,Pending
