"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Sunday, June 01, 2014",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
14-41341T,6/1,0151 hrs,6/1,0151 hrs,6/1 0842 hrs Burglary,University Tower Apts.,Pending
14-41422W,6/1,1301 hrs,6/1,0000 hrs,6/1 1721 hrs Criminal Damage,West Lot 11,Pending
"",,,,,,S Rural Rd/E Broadway,
14-41528T,6/1,2359 hrs,6/1,2359 hrs,6/2 0238 hrs Warrant Arrest,,Pending
"",,,,,,Rd,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,Physical Education,
14-41618T,6/2,1014 hrs,6/2,0000 hrs,6/2,1035 hrs,Criminal Damage,,Pending
"",,,,,,,,West,
14-41674T,6/2,1445 hrs,6/2,1445 hrs,6/2,1513 hrs,Under 21 in Possession of Alcohol,1100 E. Spence Ave,Cleared By Arrest
"",,,,,,,,200 blk E. Alameda,
14-41712T,6/2,2034 hrs,6/2,2034 hrs,6/2,2054 hrs,Speeding,,Cleared By Arrest
"",,,,,,,,Drive,
"",,,,,,,,S. Rural Rd/E. Spence,
14-41716T,6/2,2109 hrs,6/2,2109 hrs,6/2,2135 hrs,Possession of Drug Paraphernalia,,Cleared By Arrest
"",,,,,,,,Ave,
"",,,,,,,,E. University Dr/S.,
14-41748T,6/2,2259 hrs,6/2,2259 hrs,6/3,0149 hrs,DUI,,Cleared By Arrest
"",,,,,,,,College Ave,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-41891T,6/3,1304 hrs,6/2,2100hrs,6/3,0830 hrs,Bike Theft,Palo Verde East,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,Harrington-Birchett,
