"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Sunday, July 01, 2018",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
18-47387T,7/1,0159 hrs,7/1,0159 hrs,"7/1 0159 hrs DUI-Aggravated, While Suspended for DUI",Fulton Center,Pending
18-47401T,7/1,0336 hrs,7/1,0336 hrs,7/1 0336 hrs Criminal Damage-Deface or Damage Property,Fulton Center,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,Description,,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,5300 Blk W,
18-47530W,7/2,0048 hrs,7/2,0048 hrs,7/2,0048 hrs Permit Unauthorized Minor to Drive,,,Cleared By Arrest
"",,,,,,,,Thunderbird Rd,
"",,,,,,Assault-Intentionally or Recklessly Causing,,,
18-47630T,7/2,1130 hrs,7/2,1130 hrs,7/2,"1130 hrs Physical Injury. Disorderly Conduct -Fighting,",,600 E University Dr,Cleared By Arrest
"",,,,,,Violent or Disruptive Behavior,,,
18-47644P,7/2,1300 hrs,6/3,0800 hrs,6/30,0800 hrs Fraudulent Schemes and Artifices,,6300 Blk S Rowan St,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,0559,Possession of Stolen Property; Trafficking Stolen,2100 Block of E.,
18-46922T,7/3,0106 hrs.,7/3,0106 hrs.,7/3,,,,Pending
"",,,,,,hrs.,Property,University Dr.,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,0340,,S. McAllister Ave. / E.,
18-47926T,7/4,0038 hrs.,7/4,0038 hrs.,7/4,,"DUI- Aggravated, While Suspended for DUI",,Pending
"",,,,,,hrs.,,University Dr.,
"",,,,,,0505,DUI; Excessive Speed in Residential or Business,,
18-47939T,7/4,0250 hrs.,7/4,0250 hrs.,7/4,,,Fry's Parking Lot,Pending
