"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Tuesday, April 01, 2014",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
14-24632T,2/4,0853 hrs,2/4,0853 hrs,4/1 0853 hrs Bike Theft,Murdock Hall,Pending
"",,,,,,1700 Block of,
14-24831T,2/4,2146 hrs,2/4,2146 hrs,2/4 2146 hrs Aggressive Driving,,Cleared By Arrest
"",,,,,,University Dr,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,E Broadway Rd / S,
14-24870T,4/2,0026 hrs,4/2,0026 hrs,4/2,0129 hrs,Possession of Drug Paraphernalia,,Cleared By Arrest
"",,,,,,,,Ventura Dr,
14-24878T,4/2,0125 hrs,4/2,0125 hrs,4/2,0135 hrs,Minor w/Alcohol in Body,Parking Structure 4,Cleared By Arrest
"",,,,,,,,2700 Block of S Rural,
14-24892T,4/2,0321 hrs,4/2,0321 hrs,4/2,0324 hrs,Criminal Speed,,Cleared By Arrest
"",,,,,,,,Rd,
14-24959T,4/2,0931 hrs,4/1,1600 hrs,4/1,2100 hrs,Bike Theft,Hayden Library,Pending
14-25010P,4/2,1232 hrs,4/2,0830 hrs,4/2,1200 hrs,Bike Theft,Palo,Pending
14-25017T,4/2,1248 hrs,3/31,1430 hrs,3/31,1615 hrs,Theft,Parking Lot 15,Pending
"",,,,,,,,Sun Devil Fitness,
14-25058T,4/2,1537 hrs,4/2,1537 hrs,4/2,1653 hrs,Criminal Nuisance,,Cleared By Arrest
"",,,,,,,,Center,
14-25063T,4/2,1623 hrs,4/2,1000 hrs,4/2,1613 hrs,Bike Theft,Armstrong Hall,Pending
14-25066T,4/2,1650 hrs,4/2,0700 hrs,4/2,1645 hrs,Bike Theft,Student Health Services,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Driving Under the Influence-Alcohol, DUI .08 or",,
