"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Thursday, December 01, 2016",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
"",,,,,,College Avenue,
16-80000340T,12/1,1405 hrs,12/1,0710 hrs,12/1 0838 hrs Bike Theft,,Pending
"",,,,,,Commons,
"",,,,,,Vista Del Sol Building,
16-8000338T,12/1,1548 hrs,11/28,1620 hrs,11/29 1320 hrs Theft,,Pending
"",,,,,,G,
"",,,,,,Sun Devil Fitness,
16-80000339W,12/1,1905 hrs,11/30,1650 hrs,11/30 1715 hrs Theft,,Pending
"",,,,,,Complex West,
16-102582T,12/1,0341 hrs,12/1,0341 hrs,"12/1 0402 hrs Theft, Under 21 With Alcohol in the Body",Life Science Building,Cleared By Arrest
16-102658T,12/1,1051 hrs,11/30,2200 hrs,12/1 0900 hrs Criminal Damage,Hassayampa Phase 1,Pending
16-102674P,12/1,1234 hrs,12/1,1234 hrs,12/1 1234 hrs Driving with a Suspended License,Prep E,Cleared By Arrest
"",,,,,,S Rural Rd/ E,
16-102848T,12/1,2232 hrs,12/1,2232 hrs,12/1 2245 hrs Excessive Speed,,Cleared By Arrest
"",,,,,,Broadway Rd,
16-102861T,12/1,2309 hrs,12/1,2309 hrs,12/1 2344 hrs  Driving with Suspended License,S Rural Rd/ E Lemon St,Cleared By Arrest
"",,,,,,Sun Devil Fitness,
16-80000341,12/1,1828 hrs,12/1,1820 hrs,12/1 1820 hrs Theft,,Pending
"",,,,,,Center,
"",,,,,,600 Block E Apache,
16-80000344T,12/1,1918 hrs,11/29,1005 hrs,11/29 2355 hrs Theft,,Pending
"",,,,,,Blvd,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
16-80000342T,12/2,1502 hrs,12/1,2245 hrs,12/2,0900 hrs,Bike Theft,Juniper Hall,Pending
"",,,,,,,,Schwada Classroom,
16-80000343T,12/2,1050 hrs,12/2,0840 hrs,12/2,0940 hrs,Bike Theft,,Pending
"",,,,,,,,Office Building,
"",,,,,,,,E Veterans Way/E 6th,
16-102913T,12/2,0207 hrs,12/2,0207 hrs,12/2,0207 hrs,Minor with Alcohol in Body,,Cleared by Arrest
"",,,,,,,,St,
16-103130T,12/2,2001 hrs,12/2,2001 hrs,12/2,2001 hrs,Assault,Villas at Vista Del Sol,Pending
16-103153T,12/2,2144 hrs,12/2,2144 hrs,12/2,2144 hrs,Minor with Alcohol in Body,Manzanita Hall,Cleared by Arrest
"",,,,,,,"Possession of Dangerous Drugs, Unlawful Possession",,
16-103178T,12/2,2305 hrs,12/2,2305 hrs,12/3,0214 hrs,,Education Lecture Hall,Pending
"",,,,,,,Prescription-only Drugs,,
"",,,,,,,,W Thunderbird Rd/N,
16-103189W,12/2,2351 hrs,12/2,2351 hrs,12/2,2351 hrs,Criminal Speeding,,Cleared by Arrest
"",,,,,,,,51st Ave,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,S Rural Rd/E Broadway,
16-103223T,12/3,0156 hrs,12/3,0156 hrs,12/3,0156 hrs,Excessive speed in a residential area or business district,,Cleared by Arrest
"",,,,,,,,Rd,
