"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Tuesday, May 01, 2018",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
"",,,,,,S Power Rd/ E,
18-32351P,5/1,0849 hrs,5/1,0849 hrs,5/1 0849 hrs Excessive Speed,,Cleared By Arrest
"",,,,,,Verona Ave,
"",,,,,,S Clearview/ E Upton,
18-32404P,5/1,1129 hrs,5/1,1129 hrs,5/1 1304 hrs Accident,,Pending
"",,,,,,Ave,
18-32452T,5/1,1516 hrs,5/1,1520 hrs,5/1 1520 hrs Drug Paraphernalia,Vista Del Sol,Cleared By Arrest
"",,,,,,,Cleared by
18-32473T,5/1,1754 hrs,5/1,1500 hrs,5/1 1500 hrs Theft,Tooker,
"",,,,,,,Exceptional Means
18-,,,,,,,
"",5/1,1809 hrs,4/28,2030 hrs,4/28 2035 hrs Leaving the scene of an attended vehicle accident,Sun Devil Stadium,Pending
800000131T,,,,,,,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,Description,,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
18-32573T,5/2,0146 hrs,5/2,0146 hrs,5/2,"0333 hrs DUI- Alcohol, Drug, Vapor, Combination Thereof",,S Mill Ave/ W 10th St,Cleared By Arrest
"",,,,,,,,Physical Education,
18-32605T,5/2,0421 hrs,5/2,0421 hrs,5/2,0421 hrs Burglary- 3rd Degree,,,Pending
"",,,,,,,,West,
"",,,,,,,,Physical Education,
18-32743T,5/2,1445 hrs,4/20,1400 hrs,5/2,1500 hrs Burglary- 3rd Degree,,,Pending
"",,,,,,,,West,
"",,,,,,,,7200 Blk of S Power,
18-32810P,5/2,2126 hrs,5/2,2126 hrs,5/2,2126 hrs Excessive speed in a residential area,,,Cleared By Arrest
"",,,,,,,,Rd,
18-32840T,5/2,2352 hrs,5/2,2352 hrs,5/2,0044 hrs Criminal Trespass- 3rd Degree,,Parking Structure 7,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,Description,,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
