"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Saturday, August 01, 2015",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
"",,,,,,E Broadway Rd / S La,
15-55292T,8/1,0245 hrs,8/1,0245 hrs,8/1 0245 hrs Driving with a suspended license,,Cleared by Arrest
"",,,,,,Rosa,
"",,,,,"DUI w/ BAC of .08 or Higher, DUI - Alcohol, Drug,",S College Ave / E,
15-55305T,8/1,0354 hrs,8/1,0354 hrs,8/1 0536 hrs,,Pending
"",,,,,"Vapor, Combo",Apache Blvd,
"",,,,,,N Scottsdale Rd / SR,
15-55409T,8/1,1200 hrs,8/1,1159 hrs,8/1 1200 hrs Littering,,Cleared by Arrest
"",,,,,,202,
"",,,,,,S Forest Ave / E,
15-55470T,8/1,2002 hrs,8/1,2002 hrs,8/1 2043 hrs Trespassing,,Cleared by Arrest
"",,,,,,University Dr,
"",,,,,,S Myrtle Ave / W,
15-55496T,8/1,2236 hrs,8/1,2236 hrs,8/1 2329 hrs Driving with a suspended license,,Cleared by Arrest
"",,,,,,University Dr,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Resisting Arrest, Under 21 w/ Alcohol in the Body,",,
15-55547T,8/2,0154 hrs,8/2,0154 hrs,8/2,0336 hrs,,Hassayampa,Cleared by Arrest
"",,,,,,,Littering,,
"",,,,,,,"DUI w/ BAC .08 or Higher, DUI - Alcohol, Drug,",,
"",,,,,,,"Vapor, Combo, Under 21 years of age to drive/be in",,
"",,,,,,,,W University Dr / S,
15-55572T,8/2,0607 hrs,8/2,0607 hrs,8/2,0607 hrs,"physical control of vehicle, Under 21 w/ Alcohol in the",,Pending
"",,,,,,,,52nd St,
"",,,,,,,"Body, Under 21 Possession of Alcohol, Minor presents",,
"",,,,,,,false or altered ID for Liquor,,
"",,,,,,,"DUI w/ BAC .08 or Higher,  DUI - Alcohol, Drug,",E Apache Blvd / S,
15-55727T,8/2,2018 hrs,8/2,2016 hrs,8/2,2238 hrs,,,Pending
"",,,,,,,"Vapor, Combo",Sunset Dr,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
