"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Sunday, May 01, 2016",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
16-35172T,5/1,0936 hrs,5/1,0030 hrs,5/1 0115 hrs Sexual Abuse,Sage Hall,Pending
"",,,,,,N 7th St / E Van Buren,
16-35288D,5/1,1834 hrs,5/1,1834 hrs,5/1 1834 hrs Driving with a suspended license,,Cleared by Arrest
"",,,,,,St,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,E Lemon St/ S,
16-35474T,5/2,0935 hrs,5/2,0945 hrs,5/2,0945 hrs,Driving With a Suspended License,,Cleared By Arrest
"",,,,,,,,McAllister Ave,
16-35512T,5/2,1150 hrs,4/27,1200 hrs,4/27,1220 hrs,Theft,Hassayampa Phase 2,Pending
16-35549T,5/2,1348 hrs,4/29,1700 hrs,5/2,0730 hrs,Theft of Means of Transportation,Wells Fargo Arena,Pending
16-35603T,5/2,1907 hrs,5/2,1400 hrs,5/2,1900 hrs,Vehicle Burglary,Athletes Place,Pending
16-80000144T,5/2,1231 hrs,4/21,1330 hrs,4/21,1330 hrs,Theft,Cronkite Building,Pending
16-80000143T,5/2,1153 hrs,4/29,2245 hrs,4/30,0745 hrs,Theft,Taylor Place,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,N Scottsdale Rd/ E,
16-35677T,5/3,0011 hrs,5/3,0011 hrs,5/3,0011 hrs,Excessive Speed in a Residential area,,Cleared By Arrest
"",,,,,,,,Playa Del Norte Dr,
"",,,,,,,,S McAllister Ave/,
16-35684T,5/3,0051 hrs,5/3,0053 hrs,5/3,0109 hrs,Possession of Drug Paraphernalia,,Cleared By Arrest
"",,,,,,,,Railroad Tracks,
"",,,,,,,,E Lemon St/ S,
16-35810T,5/3,0917 hrs,5/3,0925 hrs,5/3,0925 hrs,Driving While Suspended for DUI,,Cleared By Arrest
